Numbers	Names	Types	No_Tones	Register	Harmonicity	Roughness	Sharpness
283	"D-D#-F#-G#-B"	"neappenta"	5	"low"	0.657721526355656	1.07922817940796	0.8710538818009
284	"D#-E-G-A-C"	"neappenta"	5	"low"	0.669466432125442	1.0931693670351	0.852339434323166
285	"E-F-G#-A#-C#"	"neappenta"	5	"low"	0.713844637485848	0.764875979108337	0.78979075610713
286	"F-F#-A-B-D"	"neappenta"	5	"low"	0.684252457309879	1.00363858604675	0.874179782578565
287	"G-A-B-C-D-E"	"hexatonic"	6	"high"	0.560720877779119	1.70593053385268	0.786958628196428
288	"G#-A#-C-C#-D#-F"	"hexatonic"	6	"high"	0.527034686266769	1.79121408278322	0.76240300758562
289	"A-B-C#-D-E-F#"	"hexatonic"	6	"high"	0.607860047645767	1.92963669084356	0.842061392035279
290	"A#-C-D-D#-F-G"	"hexatonic"	6	"high"	0.604735336819466	1.86611123042184	0.847656808026041
291	"B-C#-D#-E-F#-G#"	"hexatonic"	6	"high"	0.576681059749741	1.5006468343935	0.790592256432194
292	"C-D-E-F-G-A"	"hexatonic"	6	"high"	0.570407034570321	1.57552182875485	0.825197200858531
293	"C#-D#-F-F#-G#-A#"	"hexatonic"	6	"high"	0.548901874237167	1.26345736614446	0.833843541437409
294	"D-E-F#-G-A-B"	"hexatonic"	6	"high"	0.657674014854459	1.1423876397652	0.764733433633694
295	"D#-F-G-G#-A#-C"	"hexatonic"	6	"high"	0.588209621022538	1.04874408620861	0.798555907290164
296	"E-F#-G#-A-B-C#"	"hexatonic"	6	"high"	0.649249578313411	1.13919758443672	0.851038563147038
297	"F-G-A-A#-C-D"	"hexatonic"	6	"high"	0.656669688404337	0.541189998549095	0.884993443299611
298	"G-B-D-F-A-C#"	"dom7plus11"	6	"high"	0.630761457380623	0.643630421598537	0.822453385599399
299	"G#-C-D#-F#-A#-D"	"dom7plus11"	6	"high"	0.638225602423888	0.720396508174347	0.907453306714798
300	"A-C#-E-G-B-D#"	"dom7plus11"	6	"high"	0.596718556827109	3.11481165156854	0.80564756573204
301	"A#-D-F-G#-C-E"	"dom7plus11"	6	"high"	0.610673383515461	2.23524552074066	0.756953805558091
302	"B-D#-F#-A-C#-F"	"dom7plus11"	6	"high"	0.635604452339345	2.32762898284537	0.838974311286178
303	"C-E-G-A#-D-F#"	"dom7plus11"	6	"high"	0.556223531379246	2.61696627931323	0.83473474257351
304	"C#-F-G#-B-D#-G"	"dom7plus11"	6	"high"	0.607327746776378	1.92314708080526	0.770090737043612
305	"D-F#-A-C-E-G#"	"dom7plus11"	6	"high"	0.624598625645905	1.97729727331868	0.802396825721034
306	"D#-G-A#-C#-F-A"	"dom7plus11"	6	"high"	0.556383545860819	1.84230631032836	0.851715669557232
307	"E-G#-B-D-F#-A#"	"dom7plus11"	6	"high"	0.589478110314337	1.55615447624073	0.804964833198136
308	"F-A-C-D#-G-B"	"dom7plus11"	6	"high"	0.554250202335713	1.39266460153142	0.801248387743916
309	"G-A-B-C-D-E"	"hexatonic"	6	"low"	0.75413918465734	1.56737920950392	0.871977822201422
310	"G#-A#-C-C#-D#-F"	"hexatonic"	6	"low"	0.730016503174966	0.88170609836563	0.86505194690396
311	"A-B-C#-D-E-F#"	"hexatonic"	6	"low"	0.728612645680573	0.972364607999166	0.821485967230562
312	"A#-C-D-D#-F-G"	"hexatonic"	6	"low"	0.732066805944208	0.983284651708177	0.898664938259258
313	"B-C#-D#-E-F#-G#"	"hexatonic"	6	"low"	0.623611730767627	2.86583421012453	0.772961665695808
314	"C-D-E-F-G-A"	"hexatonic"	6	"low"	0.596800540583876	2.54676807151617	0.7428170130411
315	"C#-D#-F-F#-G#-A#"	"hexatonic"	6	"low"	0.621505449727075	1.96165164549191	0.740979080952951
316	"D-E-F#-G-A-B"	"hexatonic"	6	"low"	0.568225257974534	1.95004875752919	0.789933703976923
317	"D#-F-G-G#-A#-C"	"hexatonic"	6	"low"	0.576374985413719	2.5875328333184	0.766066893128231
318	"E-F#-G#-A-B-C#"	"hexatonic"	6	"low"	0.593097026018919	1.49389519817941	0.764552831564568
319	"F-G-A-A#-C-D"	"hexatonic"	6	"low"	0.600182186132777	1.48194225423111	0.820760260956516
320	"G-B-D-F-A-C#"	"dom7plus11"	6	"low"	0.61639179553674	1.83477410911346	0.796566431650382
321	"G#-C-D#-F#-A#-D"	"dom7plus11"	6	"low"	0.642317162519097	1.55294769388263	0.809760799270249
322	"A-C#-E-G-B-D#"	"dom7plus11"	6	"low"	0.602866214273953	1.79325891775244	0.844263395557008
323	"A#-D-F-G#-C-E"	"dom7plus11"	6	"low"	0.61338952704575	1.20523910538972	0.863031452271769
324	"B-D#-F#-A-C#-F"	"dom7plus11"	6	"low"	0.546684904180743	1.0277816395322	0.829461919263242
325	"C-E-G-A#-D-F#"	"dom7plus11"	6	"low"	0.578679981014845	1.2754097290718	0.87466940842003
326	"C#-F-G#-B-D#-G"	"dom7plus11"	6	"low"	0.601497106075751	1.44385890640345	0.868430421277927
327	"D-F#-A-C-E-G#"	"dom7plus11"	6	"low"	0.590906603883332	1.16931647858622	0.890251585793162
328	"D#-G-A#-C#-F-A"	"dom7plus11"	6	"low"	0.61018939888352	1.07859015322187	0.884700522754601
329	"E-G#-B-D-F#-A#"	"dom7plus11"	6	"low"	0.607351345608195	1.17081120887426	0.884114070976352
330	"F-A-C-D#-G-B"	"dom7plus11"	6	"low"	0.596770558865824	0.858537248571886	0.909331052193029
